,Div,Date,Time,HomeTeam,AwayTeam,GoalsFor_H,GoalsFor_A,GoalsForHT_H,GoalsForHT_A,FTR,HTR,ShotsTaken_H,ShotsTaken_A,TShotsTaken_H,TShotsTaken_A,HomeOdds,DrawOdds,AwayOdds,Points_H,Points_A,T_GamesPlayed_H,T_GamesPlayed_A,T_GoalsFor_H,T_GoalsAg_H,T_GoalsFor_A,T_GoalsAg_A,T_ShotsTaken_H,T_ShotsFaced_H,T_ShotsTaken_A,T_ShotsFaced_A,T_TShotsTaken_H,T_TShotsFaced_H,T_TShotsTaken_A,T_TShotsFaced_A,T_Points_H,T_Points_A,T_TablePosition_H,T_TablePosition_A,T_GoalsForHT_H,T_GoalsAgHT_H,T_GoalsForHT_A,T_GoalsAgHT_A,T_Variance_H,T_Variance_A,L3M_Points_H,L3M_Points_A,T_Conversion_H,T_Accuracy_H,T_Conversion_A,T_Accuracy_A
36,B1,2017-08-26,,St Truiden,Waasland-Beveren,0.1,0.0,0.0,0.0,H,D,0.5,0.4,0.3,0.15,0.09,0.1895,0.25,1.0,0.0,4,4,0.175,0.15000000000000002,0.25,0.2,0.45,0.65,0.6875,0.5750000000000001,0.275,0.30000000000000004,0.4125,0.3125,0.75,0.41666666666666663,5.0,10.0,0.025,0.05,0.125,0.1,0.28125181709822655,0.3204698075406398,0.6666666666666666,0.4444444444444444,0.6363636363636362,0.6111111111111112,0.6060606060606061,0.6
37,B1,2017-08-27,,Club Brugge,Standard,0.4,0.0,0.2,0.0,H,H,0.55,0.55,0.35,0.25,0.0905,0.195,0.2625,1.0,0.0,4,4,0.27499999999999997,0.07500000000000001,0.07500000000000001,0.17500000000000002,0.5125,0.55,0.4,0.475,0.2875,0.25,0.1875,0.25,1.0,0.3333333333333333,2.0,12.0,0.15,0.025,0.025,0.05,0.10303739326251084,0.26405905689605946,1.0,0.3333333333333333,0.9565217391304347,0.5609756097560976,0.4000000000000001,0.46875
38,B1,2017-08-27,,Gent,Anderlecht,0.0,0.0,0.0,0.0,D,D,0.6,0.3,0.2,0.2,0.13899999999999998,0.17250000000000001,0.135,0.3333333333333333,0.3333333333333333,4,4,0.125,0.2,0.07500000000000001,0.125,0.5750000000000001,0.525,0.7,0.375,0.275,0.3,0.35,0.2375,0.08333333333333333,0.3333333333333333,15.0,11.0,0.1,0.025,0.025,0.025,0.30864846990295314,0.28887708350886204,0.1111111111111111,0.3333333333333333,0.45454545454545453,0.47826086956521735,0.21428571428571433,0.5
39,B1,2017-08-27,,Oostende,Antwerp,0.3,0.4,0.1,0.0,A,H,0.75,0.65,0.4,0.4,0.093,0.191,0.2405,0.0,1.0,4,4,0.025,0.175,0.15000000000000002,0.15,0.5625,0.5625,0.21250000000000002,0.6125,0.325,0.3125,0.1375,0.3125,0.0,0.5833333333333333,16.0,8.0,0.025,0.1,0.05,0.1,0.25347718886647375,0.29206237261721,0.0,0.6666666666666666,0.07692307692307693,0.5777777777777778,1.0,0.6470588235294118
40,B1,2017-09-08,,Anderlecht,Lokeren,0.3,0.2,0.1,0.2,H,A,0.75,0.25,0.45,0.25,0.066,0.3055,0.575,1.0,0.0,5,5,0.06000000000000001,0.1,0.12,0.18,0.6199999999999999,0.42000000000000004,0.5,0.6799999999999999,0.31999999999999995,0.22999999999999998,0.25,0.33999999999999997,0.3333333333333333,0.4,11.0,9.0,0.02,0.02,0.06,0.1,0.28249319466846096,0.211469277068574,0.1111111111111111,0.6666666666666666,0.18750000000000006,0.5161290322580645,0.48,0.5
41,B1,2017-09-09,,Antwerp,St Truiden,0.1,0.1,0.0,0.0,D,D,0.7,0.35,0.15,0.15,0.12,0.1715,0.16,0.3333333333333333,0.3333333333333333,5,5,0.2,0.18,0.15999999999999998,0.12000000000000002,0.3,0.64,0.45999999999999996,0.6,0.19,0.32999999999999996,0.28,0.27,0.6666666666666666,0.8,5.0,3.0,0.04,0.1,0.02,0.04,0.29931667550580576,0.24547804502515475,0.6666666666666666,1.0,1.0,0.6333333333333334,0.5714285714285713,0.6086956521739132
42,B1,2017-09-09,,Mouscron,Club Brugge,0.2,0.1,0.2,0.1,H,H,0.35,0.45,0.3,0.15,0.33599999999999997,0.205,0.08,1.0,0.0,5,5,0.18,0.15999999999999998,0.3,0.06000000000000001,0.6300000000000001,0.43,0.5199999999999999,0.55,0.33999999999999997,0.25,0.3,0.25,0.6666666666666667,1.0,5.0,1.0,0.04,0.12,0.16,0.02,0.2936941260204965,0.10258298199667029,0.7777777777777778,1.0,0.5294117647058824,0.5396825396825395,1.0,0.576923076923077
43,B1,2017-09-09,,Waasland-Beveren,Eupen,0.5,0.1,0.3,0.0,H,H,0.8,0.3,0.45,0.3,0.11000000000000001,0.1775,0.185,1.0,0.0,5,5,0.2,0.18,0.08,0.28,0.63,0.56,0.49000000000000005,0.61,0.36,0.31,0.20999999999999996,0.33999999999999997,0.3333333333333333,0.2,11.0,14.0,0.1,0.08,0.04,0.08,0.2768524373790854,0.17303331386552212,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5714285714285714,0.38095238095238104,0.42857142857142844
44,B1,2017-09-09,,Waregem,Kortrijk,0.2,0.2,0.1,0.2,D,A,0.25,0.55,0.15,0.15,0.08499999999999999,0.209,0.2875,0.3333333333333333,0.3333333333333333,5,5,0.27999999999999997,0.1,0.1,0.1,0.55,0.35,0.7,0.64,0.31,0.21000000000000002,0.31,0.31,0.6,0.4666666666666667,6.0,9.0,0.04,0.02,0.06000000000000001,0.04,0.1945896984590603,0.17522187831895775,0.3333333333333333,0.4444444444444444,0.9032258064516128,0.5636363636363636,0.32258064516129037,0.4428571428571429
45,B1,2017-09-10,,Gent,Genk,0.1,0.1,0.1,0.0,D,H,0.35,0.6,0.15,0.1,0.1035,0.176,0.20299999999999999,0.3333333333333333,0.3333333333333333,5,5,0.1,0.16,0.2,0.18,0.5800000000000001,0.48,0.47000000000000003,0.35,0.26,0.27999999999999997,0.23000000000000004,0.18,0.13333333333333333,0.4666666666666666,15.0,10.0,0.08,0.02,0.12,0.04,0.29831030378373385,0.22002845268046287,0.2222222222222222,0.6666666666666666,0.38461538461538464,0.44827586206896547,0.8695652173913042,0.4893617021276596
